,Customer,State,Coverage,Education,Job_Status,Gender,Income,Location,Civil_Status,Monthly_Price,Months_LastClaim,Months_SinceActivation,Number_Open_Complaints,Number_Insurances,Policy_Type,Sales_Channel,Car_Type,Car_Size
8555,AT52647,California,Basic,High School or Below,Unemployed,F,0,Suburban,Single,113,35,29,0,1,Personal Auto,Call Center,SUV,Medsize
8556,CW38361,California,Basic,Bachelor,Employed,M,61706,Rural,Married,110,6,71,0,7,Corporate Auto,Call Center,SUV,Small
8557,BZ92811,California,Premium,High School or Below,Employed,F,88122,Suburban,Married,148,15,10,0,1,Corporate Auto,Call Center,SUV,Medsize
8558,ON68006,California,Basic,Bachelor,Employed,F,26129,Suburban,Divorced,70,4,38,0,3,Personal Auto,Agent,Four-Door Car,Medsize
8559,VG58889,California,Basic,Bachelor,Disabled,F,22350,Suburban,Married,66,9,3,0,5,Corporate Auto,Agent,Two-Door Car,Large
8560,MI42935,California,Extended,Bachelor,Unemployed,F,0,Suburban,Single,83,0,12,0,7,Personal Auto,Call Center,Four-Door Car,Medsize
8561,OS21957,California,Basic,High School or Below,Employed,F,26201,Rural,Married,112,4,48,0,8,Personal Auto,Call Center,SUV,Small
8562,JG21385,California,Extended,Bachelor,Unemployed,M,0,Suburban,Single,84,33,20,0,2,Personal Auto,Branch,Four-Door Car,Medsize
8563,CT62892,California,Basic,Bachelor,Unemployed,F,0,Suburban,Married,107,28,14,0,7,Personal Auto,Agent,SUV,Small
8564,IE97795,California,Extended,High School or Below,Employed,M,39020,Suburban,Married,87,0,4,0,5,Corporate Auto,Agent,Four-Door Car,Small
8565,DM59629,California,Extended,Bachelor,Employed,F,47606,Suburban,Divorced,81,24,50,0,4,Personal Auto,Agent,Two-Door Car,Small
8566,SH48087,California,Extended,College,Medical Leave,F,27231,Suburban,Married,88,0,7,0,2,Personal Auto,Branch,Four-Door Car,Medsize
8567,WG93963,California,Extended,College,Employed,F,39946,Suburban,Divorced,218,23,99,0,1,Personal Auto,Branch,Luxury SUV,Small
8568,OQ88395,California,Basic,College,Employed,M,84300,Rural,Married,111,13,0,0,1,Corporate Auto,Branch,SUV,Medsize
8569,XH46220,California,Extended,College,Employed,F,41479,Rural,Married,94,14,38,1,1,Corporate Auto,Call Center,Two-Door Car,Large
8570,BK61065,California,Basic,Master,Employed,M,56005,Suburban,Married,68,31,30,1,3,Personal Auto,Branch,Four-Door Car,Small
8571,UD87700,California,Basic,High School or Below,Unemployed,M,0,Suburban,Single,108,19,97,0,9,Corporate Auto,Agent,SUV,Large
8572,CO19402,California,Basic,Bachelor,Employed,F,99617,Rural,Married,109,1,62,0,2,Personal Auto,Agent,SUV,Medsize
8573,KJ29915,California,Basic,Bachelor,Employed,F,28909,Suburban,Married,66,15,66,0,8,Personal Auto,Agent,Two-Door Car,Medsize
8574,JX52708,California,Basic,Bachelor,Medical Leave,M,25617,Suburban,Divorced,63,22,3,0,3,Personal Auto,Call Center,Two-Door Car,Medsize
8575,OT42923,California,Basic,High School or Below,Employed,M,86788,Suburban,Single,70,32,68,0,1,Personal Auto,Agent,Four-Door Car,Medsize
8576,DL34364,California,Extended,High School or Below,Disabled,M,28523,Suburban,Married,77,15,12,0,1,Corporate Auto,Agent,Four-Door Car,Large
8577,WX16610,California,Basic,Bachelor,Employed,F,38492,Urban,Married,72,27,34,0,3,Personal Auto,Branch,Four-Door Car,Medsize
8578,NH76558,California,Basic,High School or Below,Employed,F,97657,Rural,Married,71,2,19,0,8,Personal Auto,Branch,Two-Door Car,Medsize
8579,SQ14756,California,Basic,Master,Employed,M,49008,Suburban,Married,61,11,74,1,1,Personal Auto,Branch,Four-Door Car,Medsize
8580,EP64069,California,Basic,Bachelor,Employed,F,72264,Urban,Married,64,2,66,0,9,Corporate Auto,Web,Four-Door Car,Medsize
8581,IS63817,California,Extended,College,Employed,M,20396,Suburban,Married,76,15,60,1,4,Corporate Auto,Branch,Four-Door Car,Medsize
8582,UC83161,California,Premium,High School or Below,Employed,F,60234,Rural,Married,152,14,98,0,1,Personal Auto,Web,SUV,Medsize
8583,DL45122,California,Extended,Bachelor,Employed,M,75556,Suburban,Married,84,24,78,0,1,Corporate Auto,Agent,Four-Door Car,Small
8584,KB90953,California,Extended,Bachelor,Employed,F,98710,Urban,Married,123,21,42,0,2,Personal Auto,Branch,Sports Car,Medsize
8585,EX72956,California,Basic,Bachelor,Employed,F,69461,Rural,Single,64,7,61,0,6,Personal Auto,Branch,Two-Door Car,Large
8586,YN15016,California,Basic,High School or Below,Unemployed,M,0,Suburban,Single,68,35,98,2,9,Personal Auto,Branch,Four-Door Car,Medsize
8587,GW56797,California,Extended,High School or Below,Unemployed,M,0,Suburban,Single,87,24,53,0,2,Personal Auto,Branch,Four-Door Car,Medsize
8588,QR57842,California,Extended,College,Employed,F,73895,Suburban,Married,129,2,31,0,7,Corporate Auto,Branch,SUV,Medsize
8589,TB53616,California,Basic,High School or Below,Retired,M,20228,Suburban,Divorced,101,3,43,1,2,Personal Auto,Branch,SUV,Medsize
8590,JN10602,California,Basic,Master,Employed,F,81785,Suburban,Divorced,67,12,44,0,2,Personal Auto,Agent,Four-Door Car,Large
8591,VI94769,California,Basic,Bachelor,Retired,F,24910,Suburban,Single,63,7,63,1,1,Personal Auto,Branch,Four-Door Car,Medsize
8592,BQ60673,California,Basic,Bachelor,Employed,M,32946,Suburban,Married,66,13,7,0,6,Corporate Auto,Branch,Two-Door Car,Small
8593,JK68578,California,Basic,High School or Below,Employed,F,83868,Rural,Married,189,30,91,0,7,Corporate Auto,Agent,Luxury Car,Medsize
8594,OI39449,California,Basic,College,Unemployed,F,0,Suburban,Married,107,3,65,0,3,Personal Auto,Agent,SUV,Medsize
8595,NJ29981,California,Extended,High School or Below,Unemployed,M,0,Suburban,Married,124,1,43,0,1,Corporate Auto,Branch,SUV,Medsize
8596,ZO16199,California,Basic,High School or Below,Disabled,F,17099,Suburban,Married,69,13,28,0,9,Personal Auto,Web,Four-Door Car,Small
8597,HB12866,California,Extended,High School or Below,Unemployed,F,0,Suburban,Single,206,7,82,0,1,Personal Auto,Agent,Luxury SUV,Large
8598,DQ19344,California,Extended,College,Employed,M,33046,Rural,Married,79,14,26,0,1,Personal Auto,Branch,Four-Door Car,Medsize
8599,GH35369,California,Basic,College,Retired,M,10621,Suburban,Single,67,28,22,0,5,Personal Auto,Agent,Four-Door Car,Medsize
8600,QR26617,California,Basic,Bachelor,Employed,M,21498,Suburban,Married,63,23,72,0,9,Corporate Auto,Agent,Four-Door Car,Medsize
8601,QZ34525,California,Basic,Bachelor,Unemployed,M,0,Suburban,Single,66,7,59,0,2,Personal Auto,Agent,Four-Door Car,Medsize
8602,IU62399,California,Basic,Bachelor,Employed,F,36889,Urban,Married,74,24,82,1,3,Personal Auto,Agent,Four-Door Car,Medsize
8603,OH23893,California,Basic,Bachelor,Employed,F,69588,Rural,Married,114,19,45,0,6,Personal Auto,Branch,SUV,Medsize
8604,ZX83542,California,Basic,Master,Disabled,M,26585,Urban,Married,69,26,23,0,4,Corporate Auto,Call Center,Four-Door Car,Large
8605,CO16841,California,Basic,Bachelor,Unemployed,F,0,Suburban,Single,101,34,53,0,1,Corporate Auto,Web,SUV,Small
8606,MV81355,California,Basic,High School or Below,Employed,M,99845,Suburban,Married,110,23,25,1,8,Personal Auto,Branch,SUV,Medsize
8607,HU22390,California,Extended,College,Employed,M,66429,Rural,Married,136,35,93,0,1,Corporate Auto,Agent,Sports Car,Medsize
8608,YS74016,California,Basic,Bachelor,Unemployed,M,0,Suburban,Married,101,1,83,4,1,Personal Auto,Agent,SUV,Large
8609,PU33703,California,Basic,College,Employed,F,43721,Suburban,Married,61,5,84,0,1,Personal Auto,Branch,Four-Door Car,Small
8610,PJ59176,California,Basic,High School or Below,Employed,M,51209,Rural,Married,109,35,3,0,6,Personal Auto,Call Center,SUV,Medsize
8611,ML68781,California,Basic,College,Employed,F,84498,Urban,Married,65,18,83,0,1,Personal Auto,Branch,Four-Door Car,Medsize
8612,JI93499,California,Basic,High School or Below,Unemployed,M,0,Suburban,Married,65,30,5,1,2,Corporate Auto,Agent,Four-Door Car,Medsize
8613,NY90858,California,Extended,College,Employed,M,59034,Urban,Married,85,0,85,0,3,Personal Auto,Agent,Four-Door Car,Medsize
8614,IZ76711,California,Extended,Bachelor,Unemployed,F,0,Suburban,Married,135,26,38,0,3,Personal Auto,Branch,Sports Car,Medsize
8615,BT78461,California,Basic,College,Employed,F,96399,Urban,Married,70,1,28,0,2,Personal Auto,Agent,Four-Door Car,Medsize
8616,PS68884,California,Basic,College,Employed,M,58089,Suburban,Married,118,31,83,0,1,Corporate Auto,Agent,SUV,Medsize
8617,EY71439,California,Basic,High School or Below,Unemployed,M,0,Suburban,Single,103,29,58,0,3,Corporate Auto,Call Center,Sports Car,Small
8618,TO84268,California,Premium,Master,Employed,M,60964,Urban,Married,113,21,16,0,4,Personal Auto,Agent,Four-Door Car,Medsize
8619,UH93563,California,Basic,College,Employed,M,42871,Suburban,Married,67,2,13,0,6,Corporate Auto,Web,Four-Door Car,Small
8620,GD57363,California,Basic,College,Employed,M,38795,Rural,Married,65,23,64,0,3,Personal Auto,Agent,Four-Door Car,Medsize
8621,LU36517,California,Premium,Bachelor,Unemployed,M,0,Suburban,Single,112,25,69,0,2,Personal Auto,Agent,Two-Door Car,Small
8622,DO93657,California,Extended,Master,Employed,M,57134,Suburban,Married,91,6,6,1,8,Personal Auto,Branch,Two-Door Car,Medsize
8623,EF41225,California,Extended,College,Employed,F,40711,Suburban,Married,121,12,38,0,2,Personal Auto,Web,SUV,Medsize
8624,CY97519,California,Basic,College,Employed,M,26334,Suburban,Married,63,3,73,2,2,Corporate Auto,Branch,Two-Door Car,Small
8625,FO36473,California,Basic,Bachelor,Employed,F,31414,Suburban,Married,116,0,68,4,1,Personal Auto,Call Center,SUV,Medsize
8626,OD66412,California,Basic,Doctor,Employed,F,74423,Rural,Married,62,31,10,0,5,Personal Auto,Agent,Four-Door Car,Medsize
8627,IW54903,California,Basic,College,Unemployed,F,0,Suburban,Married,66,16,77,0,2,Personal Auto,Agent,Four-Door Car,Medsize
8628,RF64040,California,Extended,Bachelor,Unemployed,F,0,Rural,Married,128,23,27,0,6,Corporate Auto,Call Center,SUV,Medsize
8629,CB17191,California,Extended,High School or Below,Employed,F,30646,Rural,Married,81,26,26,0,1,Corporate Auto,Agent,Four-Door Car,Medsize
8630,OI39301,California,Basic,High School or Below,Unemployed,F,0,Suburban,Single,118,28,33,0,3,Personal Auto,Agent,SUV,Medsize
8631,VY90611,California,Basic,Master,Employed,F,28264,Suburban,Divorced,63,22,9,0,1,Corporate Auto,Agent,Two-Door Car,Small
8632,KF96171,California,Premium,High School or Below,Unemployed,F,0,Suburban,Single,117,5,27,0,6,Personal Auto,Call Center,Two-Door Car,Medsize
8633,IJ36435,California,Extended,College,Unemployed,F,0,Urban,Married,79,10,22,0,8,Personal Auto,Agent,Four-Door Car,Medsize
8634,GX40957,California,Basic,College,Employed,F,70187,Suburban,Married,117,4,61,0,2,Personal Auto,Call Center,Sports Car,Medsize
8635,RT36566,California,Basic,Bachelor,Employed,F,31006,Suburban,Divorced,67,20,16,0,4,Personal Auto,Call Center,Four-Door Car,Medsize
8636,ML38237,California,Basic,High School or Below,Unemployed,F,0,Suburban,Married,119,12,57,0,4,Corporate Auto,Agent,SUV,Medsize
8637,RR74547,California,Extended,High School or Below,Unemployed,M,0,Suburban,Single,85,33,69,0,1,Personal Auto,Call Center,Four-Door Car,Large
8638,PK26805,California,Basic,High School or Below,Employed,M,20371,Suburban,Married,71,19,14,1,1,Personal Auto,Call Center,Four-Door Car,Medsize
8639,KS36311,California,Basic,College,Employed,F,39141,Suburban,Married,68,22,7,0,1,Personal Auto,Branch,Four-Door Car,Small
8640,ZZ69693,California,Basic,High School or Below,Unemployed,M,0,Suburban,Single,69,20,44,0,1,Corporate Auto,Branch,Four-Door Car,Large
8641,FS70572,California,Extended,College,Employed,M,76837,Rural,Divorced,78,2,12,0,2,Corporate Auto,Call Center,Four-Door Car,Small
8642,LN87823,California,Basic,High School or Below,Unemployed,F,0,Suburban,Single,61,23,46,0,7,Personal Auto,Agent,Four-Door Car,Medsize
8643,XL81489,California,Premium,Bachelor,Unemployed,F,0,Suburban,Single,197,6,22,0,1,Corporate Auto,Agent,Sports Car,Small
8644,NQ32487,California,Basic,High School or Below,Retired,F,25147,Suburban,Single,101,7,54,0,1,Personal Auto,Agent,SUV,Medsize
8645,XF60649,California,Basic,Bachelor,Unemployed,F,0,Suburban,Single,106,5,32,0,4,Personal Auto,Web,SUV,Medsize
8646,VA95584,California,Basic,Master,Employed,M,34665,Suburban,Married,64,29,58,0,2,Personal Auto,Branch,Two-Door Car,Small
8647,FN80010,California,Basic,Master,Disabled,F,25404,Suburban,Divorced,112,16,4,0,1,Personal Auto,Branch,SUV,Medsize
8648,QX22025,California,Basic,High School or Below,Employed,F,37025,Urban,Married,101,15,36,0,2,Corporate Auto,Branch,SUV,Medsize
8649,ZU63258,California,Basic,Bachelor,Unemployed,M,0,Suburban,Married,100,27,32,1,1,Personal Auto,Agent,SUV,Medsize
8650,IC74050,California,Premium,High School or Below,Disabled,F,23939,Suburban,Married,160,33,78,1,1,Personal Auto,Call Center,SUV,Medsize
8651,JX80723,California,Extended,College,Employed,M,76673,Rural,Divorced,80,2,59,1,4,Personal Auto,Branch,Four-Door Car,Medsize
8652,CT50487,California,Basic,High School or Below,Employed,F,55274,Suburban,Married,71,14,35,0,1,Corporate Auto,Call Center,Two-Door Car,Medsize
8653,VT16570,California,Extended,College,Employed,F,30324,Rural,Divorced,86,15,67,0,8,Corporate Auto,Call Center,Four-Door Car,Medsize
8654,YW94562,California,Basic,College,Employed,F,31702,Suburban,Married,63,13,3,1,7,Personal Auto,Web,Four-Door Car,Medsize
8655,JG83075,California,Extended,College,Unemployed,F,0,Suburban,Single,95,15,8,0,5,Corporate Auto,Agent,Four-Door Car,Medsize
8656,SZ61563,California,Extended,Bachelor,Employed,M,70908,Urban,Divorced,132,0,71,1,2,Personal Auto,Call Center,SUV,Medsize
8657,JO60130,California,Basic,High School or Below,Employed,M,81082,Urban,Married,73,5,85,0,4,Personal Auto,Agent,Four-Door Car,Large
8658,BG55927,California,Premium,College,Disabled,F,17705,Suburban,Married,108,7,19,1,2,Personal Auto,Agent,Two-Door Car,Medsize
8659,BS53322,California,Basic,High School or Below,Employed,F,77738,Urban,Married,118,18,47,0,2,Personal Auto,Call Center,SUV,Small
8660,FZ13256,California,Basic,Bachelor,Unemployed,F,0,Suburban,Single,72,18,41,0,1,Corporate Auto,Web,Four-Door Car,Medsize
8661,CM38959,California,Basic,College,Employed,F,70311,Suburban,Married,66,18,15,0,2,Personal Auto,Branch,Two-Door Car,Medsize
8662,FS38926,California,Extended,Bachelor,Employed,F,66022,Rural,Married,239,17,80,0,1,Personal Auto,Web,Luxury Car,Medsize
8663,EN31802,California,Basic,High School or Below,Employed,M,74140,Suburban,Married,101,31,23,2,2,Personal Auto,Web,SUV,Medsize
8664,TO18404,California,Extended,Bachelor,Employed,F,73604,Urban,Divorced,88,12,75,0,2,Corporate Auto,Agent,Two-Door Car,Medsize
8665,VQ53427,California,Basic,College,Medical Leave,M,21855,Suburban,Married,74,21,49,1,6,Corporate Auto,Web,Four-Door Car,Medsize
8666,OT50011,California,Basic,Master,Medical Leave,F,23305,Rural,Married,68,25,26,0,1,Personal Auto,Branch,Four-Door Car,Medsize
8667,OO96627,California,Extended,High School or Below,Unemployed,M,0,Suburban,Single,98,23,46,0,1,Corporate Auto,Call Center,Two-Door Car,Small
8668,BN77676,California,Basic,High School or Below,Unemployed,M,0,Suburban,Single,71,11,71,0,6,Personal Auto,Agent,Four-Door Car,Medsize
8669,JT64945,California,Basic,College,Employed,F,65024,Urban,Married,67,17,15,0,2,Personal Auto,Call Center,Four-Door Car,Medsize
8670,BO58202,California,Basic,Bachelor,Disabled,F,22590,Rural,Single,67,7,61,0,1,Personal Auto,Call Center,Two-Door Car,Medsize
8671,UR71715,California,Extended,College,Unemployed,M,0,Suburban,Single,91,3,57,0,1,Personal Auto,Call Center,Four-Door Car,Small
8672,GM84292,California,Extended,Master,Employed,F,38401,Suburban,Married,92,17,62,0,2,Corporate Auto,Agent,Four-Door Car,Medsize
8673,DW20514,California,Basic,College,Disabled,M,25539,Suburban,Married,112,15,63,0,3,Personal Auto,Web,SUV,Small
8674,WZ45123,California,Premium,Master,Employed,M,60880,Rural,Married,119,25,89,0,2,Personal Auto,Agent,Two-Door Car,Medsize
8675,LW11571,California,Basic,Bachelor,Employed,M,87313,Suburban,Divorced,67,4,5,0,1,Personal Auto,Agent,Four-Door Car,Small
8676,TI48450,California,Basic,College,Employed,M,23916,Suburban,Married,68,33,86,0,2,Corporate Auto,Call Center,Two-Door Car,Medsize
8677,CZ62883,California,Extended,Bachelor,Employed,F,34854,Suburban,Married,95,35,50,0,2,Corporate Auto,Call Center,Four-Door Car,Medsize
8678,BY88565,California,Basic,College,Employed,F,48203,Suburban,Divorced,66,20,47,0,6,Personal Auto,Call Center,Four-Door Car,Medsize
8679,EB61889,California,Extended,High School or Below,Medical Leave,M,25322,Suburban,Divorced,126,23,52,0,3,Corporate Auto,Call Center,Sports Car,Medsize
8680,GX22027,California,Basic,Bachelor,Medical Leave,F,16656,Suburban,Married,63,11,53,1,9,Personal Auto,Branch,Two-Door Car,Medsize
8681,BN91755,California,Extended,Master,Employed,F,44723,Urban,Married,124,26,3,0,1,Personal Auto,Call Center,SUV,Medsize
8682,OZ89964,California,Basic,High School or Below,Employed,M,35979,Suburban,Single,116,34,28,2,1,Personal Auto,Call Center,Sports Car,Small
8683,PV62467,California,Basic,College,Employed,F,36413,Rural,Married,61,21,76,0,3,Personal Auto,Branch,Four-Door Car,Medsize
8684,QZ71100,California,Basic,Bachelor,Unemployed,M,0,Suburban,Single,196,31,78,0,2,Corporate Auto,Call Center,Luxury Car,Medsize
8685,UA63517,California,Basic,Doctor,Unemployed,F,0,Suburban,Married,112,19,86,1,8,Personal Auto,Branch,Sports Car,Medsize
8686,BD69478,California,Basic,College,Employed,M,51883,Suburban,Married,66,8,99,0,9,Personal Auto,Call Center,Two-Door Car,Small
8687,GV41938,California,Premium,High School or Below,Unemployed,F,0,Suburban,Married,151,33,94,1,2,Personal Auto,Call Center,SUV,Medsize
8688,UA73107,California,Basic,Bachelor,Retired,M,18608,Suburban,Divorced,71,13,24,0,1,Corporate Auto,Web,Four-Door Car,Medsize
8689,XU43725,California,Extended,College,Unemployed,F,0,Suburban,Single,127,0,71,0,2,Corporate Auto,Web,SUV,Medsize
8690,MT78037,California,Basic,High School or Below,Employed,M,55964,Suburban,Divorced,69,20,0,0,1,Personal Auto,Branch,Four-Door Car,Medsize
8691,FH81263,California,Basic,High School or Below,Employed,M,85510,Suburban,Married,74,19,68,0,4,Corporate Auto,Agent,Four-Door Car,Small
8692,SZ94413,California,Extended,High School or Below,Employed,M,30706,Urban,Married,84,6,34,0,1,Personal Auto,Agent,Four-Door Car,Medsize
8693,HI48554,California,Basic,High School or Below,Medical Leave,F,29587,Suburban,Married,69,8,68,0,1,Personal Auto,Web,Two-Door Car,Small
8694,YR30159,California,Basic,College,Employed,M,20309,Suburban,Divorced,181,5,12,0,2,Personal Auto,Agent,Luxury Car,Medsize
8695,EV15014,California,Basic,Bachelor,Unemployed,M,0,Suburban,Single,71,22,0,0,2,Personal Auto,Branch,Four-Door Car,Medsize
8696,BM16805,California,Basic,College,Disabled,F,12470,Suburban,Married,103,30,52,1,2,Corporate Auto,Agent,SUV,Medsize
8697,IB60476,California,Basic,Master,Unemployed,M,0,Suburban,Married,107,31,41,0,1,Personal Auto,Branch,Sports Car,Medsize
8698,YC63458,California,Basic,Bachelor,Employed,F,86498,Rural,Married,74,13,13,1,5,Personal Auto,Agent,Two-Door Car,Medsize
8699,VS42598,California,Basic,Bachelor,Employed,F,62902,Rural,Married,69,14,94,0,2,Personal Auto,Web,Two-Door Car,Medsize
8700,BB65725,California,Basic,College,Employed,M,57293,Urban,Married,102,19,87,0,7,Corporate Auto,Agent,Sports Car,Medsize
8701,UZ86963,California,Extended,High School or Below,Unemployed,F,0,Suburban,Single,129,33,14,0,3,Corporate Auto,Agent,Sports Car,Medsize
8702,RR39300,California,Extended,High School or Below,Employed,F,51255,Urban,Married,122,12,0,0,2,Personal Auto,Call Center,SUV,Medsize
8703,IU25994,California,Extended,College,Unemployed,M,0,Suburban,Married,125,23,4,0,2,Corporate Auto,Branch,SUV,Medsize
8704,IO81315,California,Basic,College,Employed,F,69241,Rural,Married,61,14,84,0,1,Personal Auto,Web,Four-Door Car,Small
8705,JC93010,California,Basic,Bachelor,Employed,M,25632,Suburban,Married,63,27,52,0,7,Personal Auto,Call Center,Two-Door Car,Medsize
8706,XO56170,California,Basic,High School or Below,Employed,F,87428,Urban,Divorced,72,27,42,0,1,Personal Auto,Agent,Four-Door Car,Medsize
8707,QS65968,California,Basic,Master,Employed,M,98796,Suburban,Married,104,22,32,0,3,Personal Auto,Agent,SUV,Medsize
8708,PT42203,California,Premium,College,Employed,M,78617,Rural,Married,101,3,95,0,3,Corporate Auto,Web,Four-Door Car,Medsize
8709,SX87181,California,Basic,Bachelor,Unemployed,F,0,Suburban,Single,65,21,61,0,7,Personal Auto,Agent,Two-Door Car,Large
8710,RE85409,California,Basic,High School or Below,Employed,M,93893,Rural,Married,67,16,70,0,8,Personal Auto,Agent,Four-Door Car,Medsize
8711,YW95322,California,Extended,Bachelor,Employed,M,23629,Suburban,Married,88,15,81,0,1,Personal Auto,Agent,Four-Door Car,Small
8712,TL39187,California,Extended,Bachelor,Unemployed,M,0,Suburban,Single,91,24,28,0,8,Corporate Auto,Branch,Two-Door Car,Medsize
8713,XP41644,California,Basic,High School or Below,Employed,M,30574,Urban,Single,114,19,10,1,1,Corporate Auto,Web,Sports Car,Medsize
8714,FZ89300,California,Extended,Bachelor,Employed,F,69555,Urban,Single,92,16,59,0,1,Personal Auto,Agent,Four-Door Car,Medsize
8715,ED80746,California,Extended,Bachelor,Medical Leave,M,19634,Suburban,Married,98,29,89,0,6,Corporate Auto,Branch,Two-Door Car,Small
8716,BD35524,California,Basic,Bachelor,Disabled,M,15776,Suburban,Married,69,20,59,0,1,Personal Auto,Call Center,Two-Door Car,Medsize
8717,EW68125,California,Basic,Bachelor,Employed,F,46819,Urban,Divorced,62,15,0,0,5,Personal Auto,Agent,Four-Door Car,Large
8718,TT86956,California,Basic,Master,Employed,F,47950,Urban,Married,65,27,14,0,2,Personal Auto,Call Center,Four-Door Car,Large
8719,KA67497,California,Basic,High School or Below,Unemployed,F,0,Suburban,Single,63,16,35,1,2,Personal Auto,Agent,Two-Door Car,Medsize
8720,TM68292,California,Basic,Master,Medical Leave,F,12626,Suburban,Single,69,31,15,4,3,Personal Auto,Branch,Four-Door Car,Small
8721,SC23927,California,Extended,High School or Below,Retired,M,20993,Suburban,Divorced,133,35,90,0,1,Personal Auto,Agent,SUV,Medsize
8722,BO92934,California,Extended,High School or Below,Disabled,M,24392,Suburban,Married,93,2,63,0,2,Personal Auto,Agent,Four-Door Car,Small
8723,XR82418,California,Basic,Bachelor,Employed,M,86305,Rural,Married,62,1,99,0,5,Personal Auto,Call Center,Four-Door Car,Medsize
8724,XS56253,California,Basic,Bachelor,Unemployed,M,0,Suburban,Single,110,18,95,3,7,Personal Auto,Agent,Sports Car,Medsize
8725,UC34044,California,Basic,College,Employed,F,56701,Suburban,Married,65,34,36,0,1,Personal Auto,Web,Four-Door Car,Small
8726,MU64306,California,Basic,College,Employed,M,57074,Rural,Married,105,28,19,0,3,Personal Auto,Web,SUV,Medsize
8727,UI33675,California,Basic,Bachelor,Unemployed,M,0,Suburban,Single,72,17,87,0,8,Personal Auto,Branch,Two-Door Car,Medsize
8728,UX24010,California,Basic,Bachelor,Employed,F,53614,Suburban,Married,65,25,70,1,5,Personal Auto,Agent,Four-Door Car,Small
8729,GC69429,California,Extended,Master,Unemployed,M,0,Suburban,Divorced,135,18,56,0,2,Personal Auto,Branch,SUV,Medsize
8730,XA27299,California,Extended,Bachelor,Unemployed,M,0,Suburban,Single,128,35,71,0,2,Personal Auto,Agent,SUV,Medsize
8731,MT39460,California,Basic,Master,Employed,M,76441,Urban,Single,62,22,61,0,1,Personal Auto,Branch,Four-Door Car,Medsize
8732,NM33351,California,Extended,Bachelor,Employed,F,86134,Rural,Divorced,98,17,78,0,2,Corporate Auto,Agent,Two-Door Car,Small
8733,IR29181,California,Premium,High School or Below,Employed,M,45262,Suburban,Married,117,25,32,0,7,Corporate Auto,Branch,Four-Door Car,Small
8734,TE79454,California,Extended,Bachelor,Unemployed,F,0,Suburban,Single,222,26,50,0,8,Personal Auto,Branch,Luxury Car,Medsize
8735,US34108,California,Basic,Bachelor,Employed,F,27725,Suburban,Married,63,1,93,4,4,Personal Auto,Branch,Four-Door Car,Medsize
8736,LG45849,California,Premium,Doctor,Employed,M,27985,Suburban,Married,117,8,90,0,1,Personal Auto,Call Center,Two-Door Car,Small
8737,FI25204,California,Extended,Master,Employed,F,29673,Urban,Single,92,21,49,2,1,Corporate Auto,Branch,Two-Door Car,Medsize
8738,YM24620,California,Basic,Master,Employed,M,24790,Suburban,Married,113,4,39,0,1,Personal Auto,Agent,SUV,Small
8739,UG49494,California,Basic,High School or Below,Employed,F,57846,Suburban,Single,73,7,42,1,3,Personal Auto,Agent,Four-Door Car,Medsize
8740,VM77872,California,Premium,High School or Below,Unemployed,M,0,Suburban,Single,111,22,95,0,3,Corporate Auto,Branch,Four-Door Car,Large
8741,EY49684,California,Basic,Bachelor,Unemployed,F,0,Rural,Divorced,61,16,57,0,1,Personal Auto,Agent,Four-Door Car,Medsize
8742,XB70333,California,Premium,High School or Below,Retired,M,10738,Suburban,Single,109,5,36,4,3,Personal Auto,Agent,Four-Door Car,Medsize
8743,BC75105,California,Extended,College,Employed,M,45587,Urban,Divorced,81,8,49,5,1,Personal Auto,Agent,Four-Door Car,Medsize
8744,BR22486,California,Basic,College,Employed,F,82940,Suburban,Single,63,12,56,0,3,Personal Auto,Agent,Four-Door Car,Medsize
8745,JT27173,California,Basic,College,Employed,M,42633,Urban,Married,101,4,29,0,1,Corporate Auto,Agent,SUV,Medsize
8746,AT31367,California,Extended,College,Retired,F,18577,Suburban,Divorced,86,21,76,0,6,Corporate Auto,Branch,Four-Door Car,Medsize
8747,EW17514,California,Premium,Master,Employed,M,60880,Rural,Married,119,25,89,0,2,Personal Auto,Agent,Two-Door Car,Medsize
8748,QJ31447,California,Basic,Master,Employed,M,22582,Suburban,Married,61,0,74,0,2,Personal Auto,Web,Four-Door Car,Medsize
8749,BC85847,California,Basic,Bachelor,Unemployed,F,0,Suburban,Single,64,0,72,0,2,Corporate Auto,Call Center,Four-Door Car,Small
8750,FP53421,California,Basic,High School or Below,Retired,M,25944,Suburban,Divorced,70,20,34,0,2,Personal Auto,Branch,Four-Door Car,Medsize
8751,ZF54421,California,Extended,High School or Below,Employed,M,34498,Suburban,Single,83,30,72,0,7,Personal Auto,Branch,Two-Door Car,Small
8752,EG81847,California,Extended,High School or Below,Employed,F,31027,Suburban,Single,124,30,66,1,2,Personal Auto,Call Center,SUV,Medsize
8753,SE21603,California,Basic,Bachelor,Unemployed,M,0,Suburban,Single,71,10,20,0,1,Corporate Auto,Branch,Four-Door Car,Medsize
8754,RA47157,California,Extended,High School or Below,Employed,M,45609,Urban,Married,87,4,30,0,1,Corporate Auto,Agent,Two-Door Car,Medsize
8755,ZA45956,California,Premium,Master,Disabled,F,16181,Suburban,Divorced,181,22,79,0,8,Personal Auto,Web,SUV,Medsize
